t,latitude,longitude,velocity_x_ref,velocity_y_ref,velocity_z_ref,heading,pitch,roll
264.0,0.9773840821241361,-7.860398908217145e-06,-0.2075194492898303,-0.029772256528886293,0.0,0.8105256029302055,7.455601438028902e-05,0.08708215384413862
268.0,0.9773840625166084,-8.096828394585525e-06,-0.21057707860159486,-0.031229889787987367,0.0,0.8106417757222701,7.378514986801275e-05,0.08708313191182789
272.0,0.9773840419647445,-8.336686996047367e-06,-0.21363124294427704,-0.03273398120578192,0.0,0.8107579454451213,7.300305461031866e-05,0.08708412413094423
276.0,0.9773840204389308,-8.579970794662918e-06,-0.2166819182354773,-0.03428523977763069,0.0,0.8108741120981416,7.220974563535711e-05,0.08708513047666365
280.0,0.9773839979091092,-8.826675846389971e-06,-0.21972908124905297,-0.035884373367242914,0.0,0.8109902756807121,7.140524025986445e-05,0.08708615092382155
284.0,0.977383974344778,-9.076798182044245e-06,-0.22277270961488543,-0.037532088688530627,0.0,0.81110643619221,7.058955608891748e-05,0.08708718544691327
288.0,0.9773839497149922,-9.330333808259467e-06,-0.22581278181860584,-0.03922909128749158,0.0,0.8112225936320082,6.976271101566993e-05,0.08708823402009512
292.0,0.9773839239883649,-9.587278708447082e-06,-0.22884927720128947,-0.04097608552412651,0.0,0.8113387479994739,6.892472322109905e-05,0.08708929661718491
296.0,0.9773838971330677,-9.84762884375559e-06,-0.23188217595911714,-0.04277377455437973,0.0,0.8114548992939672,6.807561117369855e-05,0.0870903732116628
300.0,0.9773838691168315,-1.0111380154029453e-05,-0.23491145914300363,-0.04462286031211284,0.0,0.8115710475148403,6.721539362922545e-05,0.08709146377667215
304.0,0.977383839906947,-1.0378528558767519e-05,-0.23793710865818413,-0.04652404349109998,0.0,0.8116871926614355,6.63440896303964e-05,0.08709256828502021
308.0,0.977383809470266,-1.0649069958080964e-05,-0.2409591072637812,-0.048478023527066,0.0,0.8118033347330859,6.546171850659634e-05,0.08709368670917902
312.0,0.9773837777732021,-1.092300023365068e-05,-0.24397743857232448,-0.05048549857974623,0.0,0.8119194737291114,6.456829987356262e-05,0.08709481902128606
316.0,0.9773837447817311,-1.1200315249684084e-05,-0.24699208704924372,-0.05254716551497859,0.0,0.8120356096488205,6.366385363307989e-05,0.08709596519314523
320.0,0.977383710461392,-1.1481010853871315e-05,-0.2500030380123266,-0.05466371988683015,0.0,0.8121517424915067,6.27483999726642e-05,0.08709712519622756
324.0,0.9773836747772885,-1.176508287834077e-05,-0.2530102776311423,-0.056835855919752994,0.0,0.8122678722564491,6.18219593652248e-05,0.08709829900167207
328.0,0.9773836376940886,-1.2052527140613948e-05,-0.25601379292642995,-0.05906426649077457,0.0,0.8123839989429099,6.0884552568741545e-05,0.08709948658028666
332.0,0.9773835991760267,-1.2343339444559565e-05,-0.2590135717694574,-0.06134964311172139,0.0,0.8125001225501344,5.99362006259178e-05,0.08710068790254889
336.0,0.9773835591869036,-1.2637515581346894e-05,-0.26200960288133895,-0.0636926759114706,0.0,0.8126162430773491,5.897692486381804e-05,0.08710190293860684
340.0,0.9773835176900876,-1.2935051330398305e-05,-0.26500187583233004,-0.06609405361824375,0.0,0.8127323605237603,5.8006746893534637e-05,0.08710313165827996
344.0,0.9773834746485157,-1.3235942460340961e-05,-0.2679903810410827,-0.06855446354193173,0.0,0.8128484748885537,5.702568860979946e-05,0.08710437403106003
348.0,0.9773834300246943,-1.354018472995763e-05,-0.2709751097738623,-0.07107459155645071,0.0,0.8129645861708931,5.60337721906402e-05,0.08710563002611194
352.0,0.9773833837806999,-1.3847773889136572e-05,-0.27395605414373997,-0.0736551220821373,0.0,0.8130806943699188,5.5031020096974495e-05,0.08710689961227455
356.0,0.9773833358781803,-1.4158705679820487e-05,-0.2769332071097471,-0.07629673806817927,0.0,0.8131967994847464,5.4017455072231886e-05,0.08710818275806173
360.0,0.9773832862783555,-1.4472975836954448e-05,-0.2799065624759972,-0.07900012097508277,0.0,0.8133129015144664,5.2993100141972025e-05,0.08710947943166307
364.0,0.9773832349420185,-1.479058008943281e-05,-0.2828761148907717,-0.08176595075717256,0.0,0.8134290004581425,5.1957978613459756e-05,0.08711078960094501
368.0,0.9773831818295364,-1.5111514161045057e-05,-0.28584185984557675,-0.0845949058451332,0.0,0.81354509631481,5.0912114075286926e-05,0.08711211323345151
372.0,0.9773831269008514,-1.5435773771420537e-05,-0.2888037936741675,-0.0874876631285872,0.0,0.8136611890834756,4.98555303969265e-05,0.08711345029640519
376.0,0.9773830701154814,-1.576335463697205e-05,-0.29176191355153147,-0.09044489793870902,0.0,0.8137772787631159,4.878825172832849e-05,0.08711480075670804
380.0,0.9773830114325217,-1.609425247183826e-05,-0.294716217492849,-0.09346728403088171,0.0,0.813893365352676,4.771030249948436e-05,0.08711616458094264
384.0,0.9773829508106453,-1.6428462988824897e-05,-0.29766670435240933,-0.09655549356738585,0.0,0.8140094488510684,4.662170741999178e-05,0.08711754173537281
388.0,0.9773828882081044,-1.676598190034468e-05,-0.30061337382250697,-0.09971019710013487,0.0,0.814125529257172,4.552249147859483e-05,0.08711893218594487
392.0,0.9773828235827309,-1.710680491935598e-05,-0.3035562264322937,-0.10293206355344525,0.0,0.8142416065698315,4.441267994275556e-05,0.08712033589828827
396.0,0.9773827568919381,-1.7450927760300124e-05,-0.3064952635466001,-0.1062217602068492,0.0,0.8143576807878549,4.3292298358168254e-05,0.08712175283771681
400.0,0.9773826880927212,-1.779834614003736e-05,-0.30943048736473,-0.1095799526779458,0.0,0.8144737519100134,4.216137254832224e-05,0.08712318296922957
404.0,0.9773826171416586,-1.8149055778781393e-05,-0.312361900919216,-0.11300730490529999,0.0,0.8145898199350402,4.101992861400064e-05,0.08712462625751179
408.0,0.977382543994913,-1.8503052401032507e-05,-0.3152895080745426,-0.116504479131372,0.0,0.8147058848616293,3.986799293280497e-05,0.08712608266693596
412.0,0.9773824686082322,-1.886033173650919e-05,-0.31821331352584087,-0.1200721358854988,0.0,0.814821946688434,3.8705592158678154e-05,0.08712755216156283
416.0,0.9773823909369505,-1.9220889521078258e-05,-0.32113332279754603,-0.12371093396690992,0.0,0.8149380054140661,3.753275322140309e-05,0.08712903470514227
420.0,0.9773823109359896,-1.9584721497683427e-05,-0.32404954224202454,-0.1274215304277958,0.0,0.8150540610370944,3.6349503326085834e-05,0.08713053026111454
424.0,0.9773822285598599,-1.9951823417272307e-05,-0.3269619790381684,-0.13120458055640977,0.0,0.8151701135560446,3.5155869952657605e-05,0.08713203879261104
428.0,0.9773821437626614,-2.0322191039721744e-05,-0.32987064118995757,-0.1350607378602205,0.0,0.8152861629693968,3.3951880855357954e-05,0.08713356026245553
432.0,0.9773820564980851,-2.0695820134761553e-05,-0.3327755375249865,-0.1389906540491038,0.0,0.8154022092755848,3.273756406220384e-05,0.08713509463316506
436.0,0.9773819667194136,-2.1072706482896504e-05,-0.33567667769296294,-0.1429949790185826,0.0,0.8155182524729967,3.151294787446232e-05,0.0871366418669511
440.0,0.977381874379523,-2.145284587632661e-05,-0.33857407216417157,-0.1470743608331085,0.0,0.8156342925599704,3.027806086610758e-05,0.08713820192572053
444.0,0.9773817794308833,-2.1836234119865644e-05,-0.34146773222790905,-0.15122944570939498,0.0,0.8157503295347956,2.9032931883270988e-05,0.08713977477107669
448.0,0.9773816818255605,-2.2222867031857827e-05,-0.3443576699908787,-0.15546087799978983,0.0,0.8158663633957111,2.7777590043692977e-05,0.0871413603643205
452.0,0.9773815815152167,-2.261274044509272e-05,-0.3472438983755645,-0.15976930017569868,0.0,0.8159823941409039,2.6512064736157478e-05,0.08714295866645147
456.0,0.977381478451112,-2.3005850207718204e-05,-0.35012643111856334,-0.1641553528110485,0.0,0.8160984217685088,2.5236385619931603e-05,0.08714456963816883
460.0,0.9773813725841055,-2.3402192184151552e-05,-0.3530052827688888,-0.16861967456581065,0.0,0.8162144462766059,2.395058262417243e-05,0.08714619323987258
464.0,0.9773812638646566,-2.380176225598858e-05,-0.35588046868624607,-0.17316290216955685,0.0,0.8163304676632215,2.2654685947363126e-05,0.08714782943166464
468.0,0.9773811522428262,-2.4204556322910784e-05,-0.3587520050392692,-0.1777856704050754,0.0,0.8164464859263246,2.1348726056721445e-05,0.08714947817334988
472.0,0.9773810376682777,-2.4610570303590482e-05,-0.3616199088037339,-0.18248861209202752,0.0,0.816562501063828,2.003273368758741e-05,0.08715113942443725
476.0,0.9773809200902785,-2.5019800136593886e-05,-0.3644841977607303,-0.1872723580706594,0.0,0.8166785130735859,1.8706739842828223e-05,0.08715281314414094
480.0,0.9773807994577014,-2.5432241781282088e-05,-0.3673448904948099,-0.1921375371855571,0.0,0.816794521953393,1.7370775792236385e-05,0.08715449929138147
484.0,0.9773806757190253,-2.5847891218709927e-05,-0.37020200639209855,-0.19708477626945628,0.0,0.816910527700984,1.6024873071896474e-05,0.08715619782478676
488.0,0.9773805488223372,-2.626674445252269e-05,-0.3730555656383816,-0.20211470012709723,0.0,0.8170265303140315,1.4669063483560674e-05,0.08715790870269342
492.0,0.9773804187153325,-2.6688797509850628e-05,-0.37590558921715245,-0.20722793151913765,0.0,0.8171425297901466,1.3303379094029452e-05,0.08715963188314768
496.0,0.9773802853453177,-2.711404644220122e-05,-0.37875209890763367,-0.21242509114610858,0.0,0.8172585261268754,1.1927852234506228e-05,0.08716136732390674
500.0,0.9773801486592103,-2.754248732634919e-05,-0.3815951172827643,-0.2177067976324278,0.0,0.8173745193217002,1.0542515499938246e-05,0.08716311498243977
504.0,0.9773800086035409,-2.797411626522422e-05,-0.38443466770716006,-0.22307366751045943,0.0,0.817490509372037,9.147401748378113e-06,0.08716487481592926
508.0,0.9773798651244543,-2.8408929388796323e-05,-0.3872707743350353,-0.22852631520463237,0.0,0.8176064962752356,7.742544100322912e-06,0.08716664678127196
512.0,0.977379718167711,-2.8846922854958845e-05,-0.3901034621081029,-0.23406535301560769,0.0,0.8177224800285772,6.327975938034201e-06,0.08716843083508022
516.0,0.9773795676786882,-2.9288092850409068e-05,-0.3929327567534371,-0.23969139110449594,0.0,0.8178384606292737,4.903730904875301e-06,0.08717022693368315
520.0,0.9773794136023815,-2.9732435591526373e-05,-0.3957586847813068,-0.24540503747713596,0.0,0.8179544380744678,3.4698429046209116e-06,0.08717203503312773
524.0,0.9773792558834061,-3.017994732524792e-05,-0.3985812734829795,-0.2512068979684188,0.0,0.8180704123612306,2.026346100775348e-06,0.08717385508918005
528.0,0.9773790944659984,-3.0630624329941834e-05,-0.4014005509284952,-0.2570975762266738,0.0,0.8181863834865613,5.732749158786598e-07,0.08717568705732656
532.0,0.9773789292940167,-3.108446291627783e-05,-0.40421654596440787,-0.2630776736981046,0.0,0.8183023514473856,-8.893359692098186e-07,0.08717753089277529
536.0,0.9773787603109436,-3.154145942809528e-05,-0.4070292882114962,-0.26914778961127783,0.0,0.8184183162405547,-2.3614516160140294e-06,0.0871793865504569
540.0,0.9773785874598867,-3.2001610243268665e-05,-0.4098388080624461,-0.27530852096167735,0.0,0.818534277862845,-3.8430368291368195e-06,0.08718125398502617
544.0,0.97737841068358,-3.246491177457036e-05,-0.41264513667949926,-0.28156046249630196,0.0,0.8186502363109563,-5.334056157007599e-06,0.08718313315086296
548.0,0.9773782299243857,-3.2931360470530785e-05,-0.41544830599207916,-0.2879042066983302,0.0,0.8187661915815106,-6.8344738926265555e-06,0.08718502400207362
552.0,0.9773780451242955,-3.340095281629579e-05,-0.41824834869437805,-0.29434034377183443,0.0,0.8188821436710524,-8.344254074260258e-06,0.08718692649249214
556.0,0.9773778562249318,-3.3873685334481344e-05,-0.4210452982429206,-0.30086946162655437,0.0,0.8189980925760458,-9.863360486218833e-06,0.0871888405756815
560.0,0.9773776631675494,-3.434955458602539e-05,-0.4238391888540917,-0.307492145862728,0.0,0.8191140382928749,-1.1391756659581066e-05,0.08719076620493482
564.0,0.9773774658930369,-3.4828557171036955e-05,-0.42663005550164207,-0.3142089797559841,0.0,0.8192299808178417,-1.2929405872978506e-05,0.08719270333327664
568.0,0.9773772643419182,-3.531068972964234e-05,-0.4294179339141575,-0.32102054424228527,0.0,0.8193459201471669,-1.4476271153348335e-05,0.08719465191346429
572.0,0.977377058454354,-3.5795948942828496e-05,-0.4322028605725001,-0.32792741790293717,0.0,0.8194618562769863,-1.603231527670012e-05,0.087196611897989
576.0,0.977376848170143,-3.628433153328343e-05,-0.43498487270722624,-0.334930176949654,0.0,0.8195777892033517,-1.759750076889297e-05,0.08719858323907734
580.0,0.9773766334287239,-3.6775834266233725e-05,-0.43776400829596535,-0.34202939520967957,0.0,0.8196937189222293,-1.9171789906423067e-05,0.08720056588869231
584.0,0.9773764141691765,-3.7270453950279006e-05,-0.4405403060607742,-0.3492256441109756,0.0,0.8198096454294989,-2.0755144717228642e-05,0.08720255979853492
588.0,0.9773761903302234,-3.7768187438223466e-05,-0.44331380546546356,-0.35651949266746547,0.0,0.8199255687209525,-2.234752698147404e-05,0.08720456492004514
592.0,0.9773759618502312,-3.826903162790432e-05,-0.4460845467128955,-0.36391150746433754,0.0,0.8200414887922932,-2.3948898232347668e-05,0.08720658120440349
596.0,0.9773757286672128,-3.877298346301715e-05,-0.4488525707422476,-0.37140225264341403,0.0,0.8201574056391351,-2.555921975690511e-05,0.08720860860253223
600.0,0.977375490718828,-3.928003993393819e-05,-0.4516179192262526,-0.3789922898885776,0.0,0.8202733192570013,-2.7178452596839333e-05,0.08721064706509671
604.0,0.9773752479423857,-3.979019807854347e-05,-0.45438063456840844,-0.3866821784112618,0.0,0.8203892296413237,-2.8806557549341082e-05,0.08721269654250656
608.0,0.9773750002748454,-4.0303454983024736e-05,-0.45714075990015807,-0.39447247493599996,0.0,0.8205051367874414,-3.044349516792814e-05,0.08721475698491726
612.0,0.9773747476528183,-4.081980778270218e-05,-0.4598983390780429,-0.4023637336860414,0.0,0.8206210406905997,-3.2089225763271004e-05,0.08721682834223125
616.0,0.9773744900125694,-4.133925366283399e-05,-0.46265341668082666,-0.41035650636902854,0.0,0.82073694134595,-3.374370940405679e-05,0.08721891056409942
620.0,0.977374227290019,-4.1861789859422535e-05,-0.46540603800658986,-0.4184513421627375,0.0,0.8208528387485482,-3.540690591781152e-05,0.08722100359992237
624.0,0.977373959420744,-4.238741366001736e-05,-0.4681562490698012,-0.4266487877008793,0.0,0.8209687328933533,-3.707877489178479e-05,0.08722310739885179
628.0,0.9773736863399799,-4.291612240451472e-05,-0.47090409659835236,-0.43494938705896896,0.0,0.8210846237752271,-3.875927567379287e-05,0.08722522190979179
632.0,0.9773734079826221,-4.3447913485953864e-05,-0.47364962803057103,-0.44335368174025863,0.0,0.8212005113889331,-4.0448367373124234e-05,0.08722734708140033
636.0,0.9773731242832275,-4.398278435130985e-05,-0.4763928915122079,-0.4518622106617336,0.0,0.8213163957291354,-4.214600886138263e-05,0.08722948286209052
640.0,0.9773728351760167,-4.452073250228296e-05,-0.4791339358933881,-0.4604755101401739,0.0,0.8214322767903981,-4.3852158773378674e-05,0.08723162920003195
644.0,0.9773725405948748,-4.506175549608466e-05,-0.48187281072554333,-0.4691941138782815,0.0,0.8215481545671836,-4.5566775508039e-05,0.08723378604315235
648.0,0.9773722404733536,-4.560585094622007e-05,-0.48460956625831103,-0.47801855295087575,0.0,0.8216640290538527,-4.7289817229269974e-05,0.08723595333913851
652.0,0.9773719347446731,-4.615301652326689e-05,-0.4873442534364074,-0.48694935579114623,0.0,0.8217799002446631,-4.9021241866901436e-05,0.08723813103543802
656.0,0.9773716233417233,-4.67032499556508e-05,-0.49007692389647595,-0.4959870481769885,0.0,0.8218957681337679,-5.076100711757154e-05,0.08724031907926061
660.0,0.9773713061970658,-4.7256549030417276e-05,-0.4928076299639057,-0.5051321532173897,0.0,0.8220116327152156,-5.25090704456529e-05,0.0872425174175795
664.0,0.9773709832429354,-4.781291159399979e-05,-0.49553642464962294,-0.5143851913388883,0.0,0.8221274939829489,-5.426538908415823e-05,0.08724472599713273
668.0,0.9773706544112416,-4.837233555298436e-05,-0.49826336164685714,-0.5237466802721058,0.0,0.8222433519308041,-5.602992003569442e-05,0.08724694476442481
672.0,0.9773703196335709,-4.893481887487045e-05,-0.5009884953278791,-0.5332171350383392,0.0,0.8223592065525087,-5.7802620073395875e-05,0.08724917366572783
676.0,0.9773699788411879,-4.950035958882812e-05,-0.5037118807407153,-0.5427970679362251,0.0,0.8224750578416825,-5.95834457418368e-05,0.08725141264708307
680.0,0.9773696319650376,-5.006895578645151e-05,-0.5064335736058307,-0.5524869885284722,0.0,0.8225909057918357,-6.137235335801676e-05,0.08725366165430251
684.0,0.9773692789357463,-5.064060562250852e-05,-0.5091536303127879,-0.5622874036286639,0.0,0.8227067503963675,-6.31692990122868e-05,0.08725592063296995
688.0,0.9773689196836244,-5.121530731568668e-05,-0.5118721079168823,-0.5721988172881249,0.0,0.8228225916485664,-6.497423856934884e-05,0.08725818952844289
692.0,0.9773685541386671,-5.1793059149335275e-05,-0.5145890641357469,-0.5822217307828674,0.0,0.8229384295416086,-6.678712766916454e-05,0.08726046828585349
696.0,0.9773681822305569,-5.237385947220351e-05,-0.517304557345935,-0.5923566426005967,0.0,0.8230542640685571,-6.860792172796846e-05,0.08726275685011038
700.0,0.977367803888665,-5.29577066991749e-05,-0.5200186465794756,-0.6026040484277945,0.0,0.8231700952223603,-7.043657593926366e-05,0.08726505516590004
704.0,0.977367419042053,-5.354459931199769e-05,-0.5227313915203983,-0.6129644411368665,0.0,0.823285922995853,-7.22730452747656e-05,0.08726736317768809
